randomisation,base,threshold,bin_index,distance_bin,distance_left,distance_right,n_runs,n_runs_ge_threshold,E
82,T,10,4,200-400,200.0,400.0,170880,1,5.852059925093633e-06
82,T,10,5,400-800,400.0,800.0,98260,1,1.0177081213108081e-05
82,T,10,6,800-1600,800.0,1600.0,34929,1,2.862950556843883e-05
82,T,10,7,1600+,1600.0,inf,12852,0,0.0
82,T,15,0,0-25,0.0,25.0,88846,0,0.0
82,T,15,1,25-50,25.0,50.0,78787,0,0.0
82,T,15,2,50-100,50.0,100.0,128828,0,0.0
82,T,15,3,100-200,100.0,200.0,174383,0,0.0
82,T,15,4,200-400,200.0,400.0,170880,0,0.0
82,T,15,5,400-800,400.0,800.0,98260,1,1.0177081213108081e-05
82,T,15,6,800-1600,800.0,1600.0,34929,0,0.0
82,T,15,7,1600+,1600.0,inf,12852,0,0.0
83,all,5,0,0-25,0.0,25.0,367523,2080,0.005659509744968342
83,all,5,1,25-50,25.0,50.0,325249,1614,0.004962351921143493
83,all,5,2,50-100,50.0,100.0,535194,2624,0.004902895024981596
83,all,5,3,100-200,100.0,200.0,721948,3869,0.005359111736579366
83,all,5,4,200-400,200.0,400.0,683689,3568,0.005218747120401235
83,all,5,5,400-800,400.0,800.0,381012,2027,0.0053200424133623084
83,all,5,6,800-1600,800.0,1600.0,138912,773,0.0055646740382400365
83,all,5,7,1600+,1600.0,inf,50401,279,0.0055356044522926135
83,all,10,0,0-25,0.0,25.0,367523,3,8.162754439858185e-06
83,all,10,1,25-50,25.0,50.0,325249,4,1.2298269940876067e-05
83,all,10,2,50-100,50.0,100.0,535194,2,3.7369626714798744e-06
83,all,10,3,100-200,100.0,200.0,721948,3,4.155423936349986e-06
83,all,10,4,200-400,200.0,400.0,683689,6,8.775920045517772e-06
83,all,10,5,400-800,400.0,800.0,381012,5,1.3122946258910481e-05
83,all,10,6,800-1600,800.0,1600.0,138912,3,2.159640635798203e-05
83,all,10,7,1600+,1600.0,inf,50401,1,1.9840876173091802e-05
83,all,15,0,0-25,0.0,25.0,367523,1,2.7209181466193954e-06
83,all,15,1,25-50,25.0,50.0,325249,1,3.0745674852190167e-06
83,all,15,2,50-100,50.0,100.0,535194,0,0.0
83,all,15,3,100-200,100.0,200.0,721948,1,1.385141312116662e-06
83,all,15,4,200-400,200.0,400.0,683689,1,1.4626533409196287e-06
83,all,15,5,400-800,400.0,800.0,381012,1,2.624589251782096e-06
83,all,15,6,800-1600,800.0,1600.0,138912,1,7.198802119327344e-06
83,all,15,7,1600+,1600.0,inf,50401,0,0.0
83,A,5,0,0-25,0.0,25.0,90251,925,0.010249193914748867
83,A,5,1,25-50,25.0,50.0,79456,731,0.009200060410793395
83,A,5,2,50-100,50.0,100.0,131162,1202,0.009164239642579406
83,A,5,3,100-200,100.0,200.0,178625,1765,0.009881035689293213
83,A,5,4,200-400,200.0,400.0,171876,1608,0.009355581931159674
83,A,5,5,400-800,400.0,800.0,99099,883,0.008910281637554364
83,A,5,6,800-1600,800.0,1600.0,37800,348,0.009206349206349206
83,A,5,7,1600+,1600.0,inf,13790,139,0.010079767947788252
83,A,10,0,0-25,0.0,25.0,90251,1,1.1080209637566344e-05
83,A,10,1,25-50,25.0,50.0,79456,2,2.5171163914619413e-05
83,A,10,2,50-100,50.0,100.0,131162,1,7.6241594364221346e-06
83,A,10,3,100-200,100.0,200.0,178625,1,5.598320503848845e-06
83,A,10,4,200-400,200.0,400.0,171876,1,5.8181479671391e-06
83,A,10,5,400-800,400.0,800.0,99099,0,0.0
83,A,10,6,800-1600,800.0,1600.0,37800,1,2.6455026455026456e-05
83,A,10,7,1600+,1600.0,inf,13790,0,0.0
83,A,15,0,0-25,0.0,25.0,90251,1,1.1080209637566344e-05
83,A,15,1,25-50,25.0,50.0,79456,1,1.2585581957309707e-05
83,A,15,2,50-100,50.0,100.0,131162,0,0.0
83,A,15,3,100-200,100.0,200.0,178625,1,5.598320503848845e-06
83,A,15,4,200-400,200.0,400.0,171876,1,5.8181479671391e-06
83,A,15,5,400-800,400.0,800.0,99099,0,0.0
83,A,15,6,800-1600,800.0,1600.0,37800,1,2.6455026455026456e-05
83,A,15,7,1600+,1600.0,inf,13790,0,0.0
83,C,5,0,0-25,0.0,25.0,94094,113,0.0012009267328416265
83,C,5,1,25-50,25.0,50.0,83203,85,0.0010215977789262407
83,C,5,2,50-100,50.0,100.0,137348,152,0.001106677927599965
83,C,5,3,100-200,100.0,200.0,183290,275,0.0015003546292760106
83,C,5,4,200-400,200.0,400.0,171121,258,0.001507705074187271
83,C,5,5,400-800,400.0,800.0,92675,197,0.0021257081197734017
83,C,5,6,800-1600,800.0,1600.0,32537,112,0.003442234994006823
83,C,5,7,1600+,1600.0,inf,11790,41,0.003477523324851569
83,C,10,0,0-25,0.0,25.0,94094,2,2.1255340404276573e-05
83,C,10,1,25-50,25.0,50.0,83203,2,2.4037594798264485e-05
83,C,10,2,50-100,50.0,100.0,137348,0,0.0
83,C,10,3,100-200,100.0,200.0,183290,2,1.091167003109826e-05
83,C,10,4,200-400,200.0,400.0,171121,5,2.9219090585024632e-05
83,C,10,5,400-800,400.0,800.0,92675,3,3.237118964121931e-05
83,C,10,6,800-1600,800.0,1600.0,32537,0,0.0
83,C,10,7,1600+,1600.0,inf,11790,1,8.481764206955047e-05
83,C,15,0,0-25,0.0,25.0,94094,0,0.0
83,C,15,1,25-50,25.0,50.0,83203,0,0.0
83,C,15,2,50-100,50.0,100.0,137348,0,0.0
83,C,15,3,100-200,100.0,200.0,183290,0,0.0
83,C,15,4,200-400,200.0,400.0,171121,0,0.0
83,C,15,5,400-800,400.0,800.0,92675,0,0.0
83,C,15,6,800-1600,800.0,1600.0,32537,0,0.0
83,C,15,7,1600+,1600.0,inf,11790,0,0.0
83,G,5,0,0-25,0.0,25.0,94230,131,0.0013902154303300435
83,G,5,1,25-50,25.0,50.0,83189,78,0.0009376239647068723
83,G,5,2,50-100,50.0,100.0,137076,132,0.0009629694476057077
83,G,5,3,100-200,100.0,200.0,183569,196,0.0010677184056131482
83,G,5,4,200-400,200.0,400.0,172210,241,0.0013994541548109866
83,G,5,5,400-800,400.0,800.0,93159,185,0.0019858521452570336
83,G,5,6,800-1600,800.0,1600.0,32756,89,0.0027170594700207597
83,G,5,7,1600+,1600.0,inf,11857,31,0.002614489331196761
83,G,10,0,0-25,0.0,25.0,94230,0,0.0
83,G,10,1,25-50,25.0,50.0,83189,0,0.0
83,G,10,2,50-100,50.0,100.0,137076,0,0.0
83,G,10,3,100-200,100.0,200.0,183569,0,0.0
83,G,10,4,200-400,200.0,400.0,172210,0,0.0
83,G,10,5,400-800,400.0,800.0,93159,0,0.0
83,G,10,6,800-1600,800.0,1600.0,32756,0,0.0
83,G,10,7,1600+,1600.0,inf,11857,0,0.0
83,G,15,0,0-25,0.0,25.0,94230,0,0.0
83,G,15,1,25-50,25.0,50.0,83189,0,0.0
83,G,15,2,50-100,50.0,100.0,137076,0,0.0
83,G,15,3,100-200,100.0,200.0,183569,0,0.0
83,G,15,4,200-400,200.0,400.0,172210,0,0.0
83,G,15,5,400-800,400.0,800.0,93159,0,0.0
83,G,15,6,800-1600,800.0,1600.0,32756,0,0.0
83,G,15,7,1600+,1600.0,inf,11857,0,0.0
83,T,5,0,0-25,0.0,25.0,88948,911,0.010241939110491522
83,T,5,1,25-50,25.0,50.0,79401,720,0.00906789587032909
83,T,5,2,50-100,50.0,100.0,129608,1138,0.008780322202333189
83,T,5,3,100-200,100.0,200.0,176464,1633,0.009254012149786925
83,T,5,4,200-400,200.0,400.0,168482,1461,0.008671549483030828
83,T,5,5,400-800,400.0,800.0,96079,762,0.007930973469748852
83,T,5,6,800-1600,800.0,1600.0,35819,224,0.006253664256400234
83,T,5,7,1600+,1600.0,inf,12964,68,0.005245294662141314
83,T,10,0,0-25,0.0,25.0,88948,0,0.0
83,T,10,1,25-50,25.0,50.0,79401,0,0.0
83,T,10,2,50-100,50.0,100.0,129608,1,7.715573112770816e-06
83,T,10,3,100-200,100.0,200.0,176464,0,0.0
83,T,10,4,200-400,200.0,400.0,168482,0,0.0
83,T,10,5,400-800,400.0,800.0,96079,2,2.0816203332674152e-05
83,T,10,6,800-1600,800.0,1600.0,35819,2,5.5836288003573523e-05
83,T,10,7,1600+,1600.0,inf,12964,0,0.0
83,T,15,0,0-25,0.0,25.0,88948,0,0.0
83,T,15,1,25-50,25.0,50.0,79401,0,0.0
83,T,15,2,50-100,50.0,100.0,129608,0,0.0
83,T,15,3,100-200,100.0,200.0,176464,0,0.0
83,T,15,4,200-400,200.0,400.0,168482,0,0.0
83,T,15,5,400-800,400.0,800.0,96079,1,1.0408101666337076e-05
83,T,15,6,800-1600,800.0,1600.0,35819,0,0.0
83,T,15,7,1600+,1600.0,inf,12964,0,0.0
84,all,5,0,0-25,0.0,25.0,368811,1985,0.005382160510396924
84,all,5,1,25-50,25.0,50.0,325308,1607,0.004939933847307782
84,all,5,2,50-100,50.0,100.0,528035,2743,0.0051947314098497255
84,all,5,3,100-200,100.0,200.0,714356,3645,0.005102497914205242
84,all,5,4,200-400,200.0,400.0,675519,3565,0.005277423729014284
84,all,5,5,400-800,400.0,800.0,389926,2187,0.005608756533290932
84,all,5,6,800-1600,800.0,1600.0,143046,777,0.005431819135103393
84,all,5,7,1600+,1600.0,inf,58927,325,0.005515298589780576
84,all,10,0,0-25,0.0,25.0,368811,3,8.134247622766132e-06
84,all,10,1,25-50,25.0,50.0,325308,2,6.1480197228472706e-06
84,all,10,2,50-100,50.0,100.0,528035,1,1.8938138570359919e-06
84,all,10,3,100-200,100.0,200.0,714356,8,1.1198898028434002e-05
84,all,10,4,200-400,200.0,400.0,675519,4,5.921373047982366e-06
84,all,10,5,400-800,400.0,800.0,389926,7,1.7952124249216517e-05
84,all,10,6,800-1600,800.0,1600.0,143046,0,0.0
84,all,10,7,1600+,1600.0,inf,58927,2,3.3940299014034314e-05
84,all,15,0,0-25,0.0,25.0,368811,1,2.7114158742553772e-06
84,all,15,1,25-50,25.0,50.0,325308,0,0.0
84,all,15,2,50-100,50.0,100.0,528035,0,0.0
84,all,15,3,100-200,100.0,200.0,714356,1,1.3998622535542502e-06
84,all,15,4,200-400,200.0,400.0,675519,1,1.4803432619955915e-06
84,all,15,5,400-800,400.0,800.0,389926,2,5.129178356919005e-06
84,all,15,6,800-1600,800.0,1600.0,143046,0,0.0
84,all,15,7,1600+,1600.0,inf,58927,1,1.6970149507017157e-05
84,A,5,0,0-25,0.0,25.0,90535,928,0.01025017948859557
84,A,5,1,25-50,25.0,50.0,79625,683,0.008577708006279435
84,A,5,2,50-100,50.0,100.0,129314,1237,0.009565862938274277
84,A,5,3,100-200,100.0,200.0,177027,1659,0.009371451812435391
84,A,5,4,200-400,200.0,400.0,169782,1595,0.009394399877489957
84,A,5,5,400-800,400.0,800.0,100809,1011,0.010028866470255632
84,A,5,6,800-1600,800.0,1600.0,38379,336,0.008754787774564215
84,A,5,7,1600+,1600.0,inf,16588,152,0.009163250542560888
84,A,10,0,0-25,0.0,25.0,90535,0,0.0
84,A,10,1,25-50,25.0,50.0,79625,0,0.0
84,A,10,2,50-100,50.0,100.0,129314,0,0.0
84,A,10,3,100-200,100.0,200.0,177027,2,1.1297711648505596e-05
84,A,10,4,200-400,200.0,400.0,169782,1,5.889905879304048e-06
84,A,10,5,400-800,400.0,800.0,100809,3,2.9759247686218494e-05
84,A,10,6,800-1600,800.0,1600.0,38379,0,0.0
84,A,10,7,1600+,1600.0,inf,16588,1,6.0284543043163735e-05
84,A,15,0,0-25,0.0,25.0,90535,0,0.0
84,A,15,1,25-50,25.0,50.0,79625,0,0.0
84,A,15,2,50-100,50.0,100.0,129314,0,0.0
84,A,15,3,100-200,100.0,200.0,177027,1,5.648855824252798e-06
84,A,15,4,200-400,200.0,400.0,169782,1,5.889905879304048e-06
84,A,15,5,400-800,400.0,800.0,100809,2,1.9839498457478995e-05
84,A,15,6,800-1600,800.0,1600.0,38379,0,0.0
84,A,15,7,1600+,1600.0,inf,16588,1,6.0284543043163735e-05
84,C,5,0,0-25,0.0,25.0,94704,106,0.0011192769048825816
84,C,5,1,25-50,25.0,50.0,83511,108,0.0012932428063368898
84,C,5,2,50-100,50.0,100.0,134888,179,0.0013270268667338828
84,C,5,3,100-200,100.0,200.0,181427,256,0.0014110358436175432
84,C,5,4,200-400,200.0,400.0,169380,275,0.0016235683079466288
84,C,5,5,400-800,400.0,800.0,95137,176,0.0018499637365063015
84,C,5,6,800-1600,800.0,1600.0,33725,94,0.002787249814677539
84,C,5,7,1600+,1600.0,inf,13286,39,0.0029354207436399216
84,C,10,0,0-25,0.0,25.0,94704,1,1.055921608379794e-05
84,C,10,1,25-50,25.0,50.0,83511,1,1.1974470429045276e-05
84,C,10,2,50-100,50.0,100.0,134888,1,7.41355791471443e-06
84,C,10,3,100-200,100.0,200.0,181427,5,2.7559293820655138e-05
84,C,10,4,200-400,200.0,400.0,169380,2,1.180776951233912e-05
84,C,10,5,400-800,400.0,800.0,95137,4,4.204463037514322e-05
84,C,10,6,800-1600,800.0,1600.0,33725,0,0.0
84,C,10,7,1600+,1600.0,inf,13286,1,7.52671985548698e-05
84,C,15,0,0-25,0.0,25.0,94704,0,0.0
84,C,15,1,25-50,25.0,50.0,83511,0,0.0
84,C,15,2,50-100,50.0,100.0,134888,0,0.0
84,C,15,3,100-200,100.0,200.0,181427,0,0.0
84,C,15,4,200-400,200.0,400.0,169380,0,0.0
84,C,15,5,400-800,400.0,800.0,95137,0,0.0
84,C,15,6,800-1600,800.0,1600.0,33725,0,0.0
84,C,15,7,1600+,1600.0,inf,13286,0,0.0
84,G,5,0,0-25,0.0,25.0,94460,109,0.0011539275883972052
84,G,5,1,25-50,25.0,50.0,83424,97,0.001162734944380514
84,G,5,2,50-100,50.0,100.0,135197,161,0.0011908548266603548
84,G,5,3,100-200,100.0,200.0,181874,205,0.001127153963733134
84,G,5,4,200-400,200.0,400.0,169646,221,0.0013027127076382585
84,G,5,5,400-800,400.0,800.0,95678,167,0.0017454378226969627
84,G,5,6,800-1600,800.0,1600.0,33988,88,0.0025891491114511003
84,G,5,7,1600+,1600.0,inf,13779,35,0.00254009724943755
84,G,10,0,0-25,0.0,25.0,94460,0,0.0
84,G,10,1,25-50,25.0,50.0,83424,0,0.0
84,G,10,2,50-100,50.0,100.0,135197,0,0.0
84,G,10,3,100-200,100.0,200.0,181874,0,0.0
84,G,10,4,200-400,200.0,400.0,169646,0,0.0
84,G,10,5,400-800,400.0,800.0,95678,0,0.0
84,G,10,6,800-1600,800.0,1600.0,33988,0,0.0
84,G,10,7,1600+,1600.0,inf,13779,0,0.0
84,G,15,0,0-25,0.0,25.0,94460,0,0.0
84,G,15,1,25-50,25.0,50.0,83424,0,0.0
84,G,15,2,50-100,50.0,100.0,135197,0,0.0
84,G,15,3,100-200,100.0,200.0,181874,0,0.0
84,G,15,4,200-400,200.0,400.0,169646,0,0.0
84,G,15,5,400-800,400.0,800.0,95678,0,0.0
84,G,15,6,800-1600,800.0,1600.0,33988,0,0.0
84,G,15,7,1600+,1600.0,inf,13779,0,0.0
84,T,5,0,0-25,0.0,25.0,89112,842,0.009448783553281263
84,T,5,1,25-50,25.0,50.0,78748,719,0.009130390613094936
84,T,5,2,50-100,50.0,100.0,128636,1166,0.009064336577629901
84,T,5,3,100-200,100.0,200.0,174028,1525,0.008762957684970235
84,T,5,4,200-400,200.0,400.0,166711,1474,0.008841648121599655
84,T,5,5,400-800,400.0,800.0,98302,833,0.008473886594372444
84,T,5,6,800-1600,800.0,1600.0,36954,259,0.007008713535747145
84,T,5,7,1600+,1600.0,inf,15274,99,0.006481602723582559
84,T,10,0,0-25,0.0,25.0,89112,2,2.244366639734267e-05
84,T,10,1,25-50,25.0,50.0,78748,1,1.2698735205973485e-05
84,T,10,2,50-100,50.0,100.0,128636,0,0.0
84,T,10,3,100-200,100.0,200.0,174028,1,5.74620176063622e-06
84,T,10,4,200-400,200.0,400.0,166711,1,5.998404424423103e-06
84,T,10,5,400-800,400.0,800.0,98302,0,0.0
84,T,10,6,800-1600,800.0,1600.0,36954,0,0.0
84,T,10,7,1600+,1600.0,inf,15274,0,0.0
84,T,15,0,0-25,0.0,25.0,89112,1,1.1221833198671336e-05
84,T,15,1,25-50,25.0,50.0,78748,0,0.0
84,T,15,2,50-100,50.0,100.0,128636,0,0.0
84,T,15,3,100-200,100.0,200.0,174028,0,0.0
84,T,15,4,200-400,200.0,400.0,166711,0,0.0
84,T,15,5,400-800,400.0,800.0,98302,0,0.0
84,T,15,6,800-1600,800.0,1600.0,36954,0,0.0
84,T,15,7,1600+,1600.0,inf,15274,0,0.0
85,all,5,0,0-25,0.0,25.0,366383,1997,0.005450580403566759
85,all,5,1,25-50,25.0,50.0,323620,1579,0.004879179284345838
85,all,5,2,50-100,50.0,100.0,526850,2750,0.0052197020024674955
85,all,5,3,100-200,100.0,200.0,715586,3714,0.005190151847576672
85,all,5,4,200-400,200.0,400.0,694349,3688,0.005311450005688782
85,all,5,5,400-800,400.0,800.0,392304,2128,0.005424364778335169
85,all,5,6,800-1600,800.0,1600.0,138987,732,0.005266679617518185
85,all,5,7,1600+,1600.0,inf,45849,246,0.005365438722763855
85,all,10,0,0-25,0.0,25.0,366383,1,2.7293842782006807e-06
85,all,10,1,25-50,25.0,50.0,323620,3,9.270131635869229e-06
85,all,10,2,50-100,50.0,100.0,526850,3,5.694220366328177e-06
85,all,10,3,100-200,100.0,200.0,715586,1,1.397456070968409e-06
85,all,10,4,200-400,200.0,400.0,694349,9,1.2961781467244858e-05
85,all,10,5,400-800,400.0,800.0,392304,4,1.0196174395366858e-05
85,all,10,6,800-1600,800.0,1600.0,138987,4,2.8779670041082978e-05
85,all,10,7,1600+,1600.0,inf,45849,2,4.362145303060045e-05
85,all,15,0,0-25,0.0,25.0,366383,1,2.7293842782006807e-06
85,all,15,1,25-50,25.0,50.0,323620,0,0.0
85,all,15,2,50-100,50.0,100.0,526850,0,0.0
85,all,15,3,100-200,100.0,200.0,715586,0,0.0
85,all,15,4,200-400,200.0,400.0,694349,2,2.8803958816099685e-06
85,all,15,5,400-800,400.0,800.0,392304,0,0.0
85,all,15,6,800-1600,800.0,1600.0,138987,1,7.1949175102707445e-06
85,all,15,7,1600+,1600.0,inf,45849,2,4.362145303060045e-05
85,A,5,0,0-25,0.0,25.0,89853,893,0.009938455032107999
85,A,5,1,25-50,25.0,50.0,79293,732,0.009231584124702055
85,A,5,2,50-100,50.0,100.0,129757,1261,0.00971816549396179
85,A,5,3,100-200,100.0,200.0,177076,1693,0.009560866520590029
85,A,5,4,200-400,200.0,400.0,173708,1648,0.009487185391576669
85,A,5,5,400-800,400.0,800.0,101883,954,0.009363681870380731
85,A,5,6,800-1600,800.0,1600.0,37755,307,0.008131373328036021
85,A,5,7,1600+,1600.0,inf,12734,113,0.008873880948641432
85,A,10,0,0-25,0.0,25.0,89853,1,1.1129288949729001e-05
85,A,10,1,25-50,25.0,50.0,79293,0,0.0
85,A,10,2,50-100,50.0,100.0,129757,0,0.0
85,A,10,3,100-200,100.0,200.0,177076,0,0.0
85,A,10,4,200-400,200.0,400.0,173708,4,2.3027149008681236e-05
85,A,10,5,400-800,400.0,800.0,101883,0,0.0
85,A,10,6,800-1600,800.0,1600.0,37755,0,0.0
85,A,10,7,1600+,1600.0,inf,12734,2,0.00015705983979896342
85,A,15,0,0-25,0.0,25.0,89853,1,1.1129288949729001e-05
85,A,15,1,25-50,25.0,50.0,79293,0,0.0
85,A,15,2,50-100,50.0,100.0,129757,0,0.0
85,A,15,3,100-200,100.0,200.0,177076,0,0.0
85,A,15,4,200-400,200.0,400.0,173708,2,1.1513574504340618e-05
85,A,15,5,400-800,400.0,800.0,101883,0,0.0
85,A,15,6,800-1600,800.0,1600.0,37755,0,0.0
85,A,15,7,1600+,1600.0,inf,12734,2,0.00015705983979896342
85,C,5,0,0-25,0.0,25.0,93468,107,0.0011447768220139514
85,C,5,1,25-50,25.0,50.0,82861,90,0.0010861563341016884
85,C,5,2,50-100,50.0,100.0,134518,176,0.0013083750873489049
85,C,5,3,100-200,100.0,200.0,181799,243,0.0013366410156271486
85,C,5,4,200-400,200.0,400.0,174620,287,0.0016435688924521818
85,C,5,5,400-800,400.0,800.0,95669,198,0.0020696359322246497
85,C,5,6,800-1600,800.0,1600.0,32725,106,0.0032391138273491216
85,C,5,7,1600+,1600.0,inf,10398,26,0.002500480861704174
85,C,10,0,0-25,0.0,25.0,93468,0,0.0
85,C,10,1,25-50,25.0,50.0,82861,2,2.4136807424481964e-05
85,C,10,2,50-100,50.0,100.0,134518,3,2.230184807981088e-05
85,C,10,3,100-200,100.0,200.0,181799,1,5.500580311222834e-06
85,C,10,4,200-400,200.0,400.0,174620,4,2.290688351849731e-05
85,C,10,5,400-800,400.0,800.0,95669,4,4.181082691362929e-05
85,C,10,6,800-1600,800.0,1600.0,32725,1,3.0557677616501144e-05
85,C,10,7,1600+,1600.0,inf,10398,0,0.0
85,C,15,0,0-25,0.0,25.0,93468,0,0.0
85,C,15,1,25-50,25.0,50.0,82861,0,0.0
85,C,15,2,50-100,50.0,100.0,134518,0,0.0
85,C,15,3,100-200,100.0,200.0,181799,0,0.0
85,C,15,4,200-400,200.0,400.0,174620,0,0.0
85,C,15,5,400-800,400.0,800.0,95669,0,0.0
85,C,15,6,800-1600,800.0,1600.0,32725,0,0.0
85,C,15,7,1600+,1600.0,inf,10398,0,0.0
85,G,5,0,0-25,0.0,25.0,94232,103,0.0010930469479582307
85,G,5,1,25-50,25.0,50.0,82904,67,0.0008081636591720544
85,G,5,2,50-100,50.0,100.0,134938,155,0.0011486756880937912
85,G,5,3,100-200,100.0,200.0,181510,207,0.0011404330339926175
85,G,5,4,200-400,200.0,400.0,174581,253,0.0014491840463738894
85,G,5,5,400-800,400.0,800.0,96159,161,0.0016743102569702264
85,G,5,6,800-1600,800.0,1600.0,32921,106,0.003219829288296224
85,G,5,7,1600+,1600.0,inf,10801,31,0.0028701046199425977
85,G,10,0,0-25,0.0,25.0,94232,0,0.0
85,G,10,1,25-50,25.0,50.0,82904,0,0.0
85,G,10,2,50-100,50.0,100.0,134938,0,0.0
85,G,10,3,100-200,100.0,200.0,181510,0,0.0
85,G,10,4,200-400,200.0,400.0,174581,0,0.0
85,G,10,5,400-800,400.0,800.0,96159,0,0.0
85,G,10,6,800-1600,800.0,1600.0,32921,0,0.0
85,G,10,7,1600+,1600.0,inf,10801,0,0.0
85,G,15,0,0-25,0.0,25.0,94232,0,0.0
85,G,15,1,25-50,25.0,50.0,82904,0,0.0
85,G,15,2,50-100,50.0,100.0,134938,0,0.0
85,G,15,3,100-200,100.0,200.0,181510,0,0.0
85,G,15,4,200-400,200.0,400.0,174581,0,0.0
85,G,15,5,400-800,400.0,800.0,96159,0,0.0
85,G,15,6,800-1600,800.0,1600.0,32921,0,0.0
85,G,15,7,1600+,1600.0,inf,10801,0,0.0
85,T,5,0,0-25,0.0,25.0,88830,894,0.01006416751097602
85,T,5,1,25-50,25.0,50.0,78562,690,0.008782872126473358
85,T,5,2,50-100,50.0,100.0,127637,1158,0.009072604338867257
85,T,5,3,100-200,100.0,200.0,175201,1571,0.008966843796553672
85,T,5,4,200-400,200.0,400.0,171440,1500,0.008749416705552963
85,T,5,5,400-800,400.0,800.0,98593,815,0.008266306938626474
85,T,5,6,800-1600,800.0,1600.0,35586,213,0.005985499915697184
85,T,5,7,1600+,1600.0,inf,11916,76,0.006377979187646861
85,T,10,0,0-25,0.0,25.0,88830,0,0.0
85,T,10,1,25-50,25.0,50.0,78562,1,1.2728800183294722e-05
85,T,10,2,50-100,50.0,100.0,127637,0,0.0
85,T,10,3,100-200,100.0,200.0,175201,0,0.0
85,T,10,4,200-400,200.0,400.0,171440,1,5.832944470368642e-06
85,T,10,5,400-800,400.0,800.0,98593,0,0.0
85,T,10,6,800-1600,800.0,1600.0,35586,3,8.430281571404485e-05
85,T,10,7,1600+,1600.0,inf,11916,0,0.0
85,T,15,0,0-25,0.0,25.0,88830,0,0.0
85,T,15,1,25-50,25.0,50.0,78562,0,0.0
85,T,15,2,50-100,50.0,100.0,127637,0,0.0
85,T,15,3,100-200,100.0,200.0,175201,0,0.0
85,T,15,4,200-400,200.0,400.0,171440,0,0.0
85,T,15,5,400-800,400.0,800.0,98593,0,0.0
85,T,15,6,800-1600,800.0,1600.0,35586,1,2.8100938571348285e-05
85,T,15,7,1600+,1600.0,inf,11916,0,0.0
86,all,5,0,0-25,0.0,25.0,367300,1963,0.0053444051184318
86,all,5,1,25-50,25.0,50.0,323874,1670,0.005156326225630955
86,all,5,2,50-100,50.0,100.0,528359,2727,0.00516126345912533
86,all,5,3,100-200,100.0,200.0,711608,3626,0.005095502017964947
86,all,5,4,200-400,200.0,400.0,684375,3627,0.00529972602739726
86,all,5,5,400-800,400.0,800.0,399707,2184,0.005464002381744628
86,all,5,6,800-1600,800.0,1600.0,131803,736,0.005584091409148502
86,all,5,7,1600+,1600.0,inf,56902,301,0.005289796492214685
86,all,10,0,0-25,0.0,25.0,367300,3,8.167710318540703e-06
86,all,10,1,25-50,25.0,50.0,323874,1,3.0876204943897934e-06
86,all,10,2,50-100,50.0,100.0,528359,1,1.8926525335993141e-06
86,all,10,3,100-200,100.0,200.0,711608,6,8.431608413620982e-06
86,all,10,4,200-400,200.0,400.0,684375,10,1.4611872146118721e-05
86,all,10,5,400-800,400.0,800.0,399707,2,5.0036651847478276e-06
86,all,10,6,800-1600,800.0,1600.0,131803,3,2.2761242156855306e-05
86,all,10,7,1600+,1600.0,inf,56902,1,1.7574074724965732e-05
86,all,15,0,0-25,0.0,25.0,367300,0,0.0
86,all,15,1,25-50,25.0,50.0,323874,0,0.0
86,all,15,2,50-100,50.0,100.0,528359,0,0.0
86,all,15,3,100-200,100.0,200.0,711608,1,1.4052680689368304e-06
86,all,15,4,200-400,200.0,400.0,684375,2,2.9223744292237442e-06
86,all,15,5,400-800,400.0,800.0,399707,2,5.0036651847478276e-06
86,all,15,6,800-1600,800.0,1600.0,131803,1,7.587080718951769e-06
86,all,15,7,1600+,1600.0,inf,56902,0,0.0
86,A,5,0,0-25,0.0,25.0,89969,895,0.009947870933321477
86,A,5,1,25-50,25.0,50.0,79429,733,0.009228367472837376
86,A,5,2,50-100,50.0,100.0,129665,1263,0.009740485096209462
86,A,5,3,100-200,100.0,200.0,175812,1668,0.009487407002934952
86,A,5,4,200-400,200.0,400.0,171805,1578,0.009184831640522686
86,A,5,5,400-800,400.0,800.0,103773,995,0.009588235860965761
86,A,5,6,800-1600,800.0,1600.0,35547,330,0.00928348383829859
86,A,5,7,1600+,1600.0,inf,16059,139,0.008655582539386013
86,A,10,0,0-25,0.0,25.0,89969,0,0.0
86,A,10,1,25-50,25.0,50.0,79429,0,0.0
86,A,10,2,50-100,50.0,100.0,129665,0,0.0
86,A,10,3,100-200,100.0,200.0,175812,1,5.687893886651651e-06
86,A,10,4,200-400,200.0,400.0,171805,3,1.746165711125986e-05
86,A,10,5,400-800,400.0,800.0,103773,2,1.9272835901438716e-05
86,A,10,6,800-1600,800.0,1600.0,35547,1,2.8131769206965425e-05
86,A,10,7,1600+,1600.0,inf,16059,0,0.0
86,A,15,0,0-25,0.0,25.0,89969,0,0.0
86,A,15,1,25-50,25.0,50.0,79429,0,0.0
86,A,15,2,50-100,50.0,100.0,129665,0,0.0
86,A,15,3,100-200,100.0,200.0,175812,1,5.687893886651651e-06
86,A,15,4,200-400,200.0,400.0,171805,1,5.820552370419953e-06
86,A,15,5,400-800,400.0,800.0,103773,2,1.9272835901438716e-05
86,A,15,6,800-1600,800.0,1600.0,35547,1,2.8131769206965425e-05
