randomisation,base,threshold,bin_index,distance_bin,distance_left,distance_right,n_runs,n_runs_ge_threshold,E
6,A,15,1,25-50,25.0,50.0,79798,0,0.0
6,A,15,2,50-100,50.0,100.0,131016,0,0.0
6,A,15,3,100-200,100.0,200.0,177530,0,0.0
6,A,15,4,200-400,200.0,400.0,173045,1,5.778843653384957e-06
6,A,15,5,400-800,400.0,800.0,99863,1,1.0013718794748806e-05
6,A,15,6,800-1600,800.0,1600.0,35944,2,5.564210994880926e-05
6,A,15,7,1600+,1600.0,inf,14460,1,6.915629322268326e-05
6,C,5,0,0-25,0.0,25.0,94268,113,0.0011987100606780667
6,C,5,1,25-50,25.0,50.0,83874,89,0.0010611154827479313
6,C,5,2,50-100,50.0,100.0,136052,168,0.001234821979831241
6,C,5,3,100-200,100.0,200.0,181986,265,0.0014561559680414976
6,C,5,4,200-400,200.0,400.0,172655,275,0.0015927717123743882
6,C,5,5,400-800,400.0,800.0,94092,179,0.0019023934022021
6,C,5,6,800-1600,800.0,1600.0,31024,98,0.00315884476534296
6,C,5,7,1600+,1600.0,inf,12107,46,0.0037994548608243166
6,C,10,0,0-25,0.0,25.0,94268,1,1.0608053634319175e-05
6,C,10,1,25-50,25.0,50.0,83874,0,0.0
6,C,10,2,50-100,50.0,100.0,136052,2,1.4700261664657632e-05
6,C,10,3,100-200,100.0,200.0,181986,4,2.1979712725154683e-05
6,C,10,4,200-400,200.0,400.0,172655,3,1.73756914077206e-05
6,C,10,5,400-800,400.0,800.0,94092,1,1.0627896101687709e-05
6,C,10,6,800-1600,800.0,1600.0,31024,3,9.669932955131511e-05
6,C,10,7,1600+,1600.0,inf,12107,1,8.259684480052862e-05
6,C,15,0,0-25,0.0,25.0,94268,0,0.0
6,C,15,1,25-50,25.0,50.0,83874,0,0.0
6,C,15,2,50-100,50.0,100.0,136052,0,0.0
6,C,15,3,100-200,100.0,200.0,181986,0,0.0
6,C,15,4,200-400,200.0,400.0,172655,0,0.0
6,C,15,5,400-800,400.0,800.0,94092,0,0.0
6,C,15,6,800-1600,800.0,1600.0,31024,0,0.0
6,C,15,7,1600+,1600.0,inf,12107,0,0.0
6,G,5,0,0-25,0.0,25.0,94418,99,0.0010485288822046643
6,G,5,1,25-50,25.0,50.0,83478,81,0.0009703155322360383
6,G,5,2,50-100,50.0,100.0,136559,131,0.0009592923205354462
6,G,5,3,100-200,100.0,200.0,182006,221,0.001214245684208213
6,G,5,4,200-400,200.0,400.0,173280,236,0.0013619575253924284
6,G,5,5,400-800,400.0,800.0,94560,181,0.0019141285956006768
6,G,5,6,800-1600,800.0,1600.0,31327,88,0.00280907843074664
6,G,5,7,1600+,1600.0,inf,12418,46,0.00370430020937349
6,G,10,0,0-25,0.0,25.0,94418,0,0.0
6,G,10,1,25-50,25.0,50.0,83478,0,0.0
6,G,10,2,50-100,50.0,100.0,136559,0,0.0
6,G,10,3,100-200,100.0,200.0,182006,0,0.0
6,G,10,4,200-400,200.0,400.0,173280,0,0.0
6,G,10,5,400-800,400.0,800.0,94560,0,0.0
6,G,10,6,800-1600,800.0,1600.0,31327,0,0.0
6,G,10,7,1600+,1600.0,inf,12418,0,0.0
6,G,15,0,0-25,0.0,25.0,94418,0,0.0
6,G,15,1,25-50,25.0,50.0,83478,0,0.0
6,G,15,2,50-100,50.0,100.0,136559,0,0.0
6,G,15,3,100-200,100.0,200.0,182006,0,0.0
6,G,15,4,200-400,200.0,400.0,173280,0,0.0
6,G,15,5,400-800,400.0,800.0,94560,0,0.0
6,G,15,6,800-1600,800.0,1600.0,31327,0,0.0
6,G,15,7,1600+,1600.0,inf,12418,0,0.0
6,T,5,0,0-25,0.0,25.0,89224,842,0.009436922801040078
6,T,5,1,25-50,25.0,50.0,79160,726,0.009171298635674584
6,T,5,2,50-100,50.0,100.0,129803,1201,0.009252482608260209
6,T,5,3,100-200,100.0,200.0,175112,1505,0.008594499520307004
6,T,5,4,200-400,200.0,400.0,169770,1553,0.009147670377569653
6,T,5,5,400-800,400.0,800.0,97247,810,0.008329305788353369
6,T,5,6,800-1600,800.0,1600.0,34136,206,0.006034684790250762
6,T,5,7,1600+,1600.0,inf,13313,74,0.0055584766769323215
6,T,10,0,0-25,0.0,25.0,89224,1,1.1207746794584417e-05
6,T,10,1,25-50,25.0,50.0,79160,0,0.0
6,T,10,2,50-100,50.0,100.0,129803,2,1.540796437678636e-05
6,T,10,3,100-200,100.0,200.0,175112,0,0.0
6,T,10,4,200-400,200.0,400.0,169770,2,1.1780644401248749e-05
6,T,10,5,400-800,400.0,800.0,97247,0,0.0
6,T,10,6,800-1600,800.0,1600.0,34136,0,0.0
6,T,10,7,1600+,1600.0,inf,13313,0,0.0
6,T,15,0,0-25,0.0,25.0,89224,0,0.0
6,T,15,1,25-50,25.0,50.0,79160,0,0.0
6,T,15,2,50-100,50.0,100.0,129803,1,7.70398218839318e-06
6,T,15,3,100-200,100.0,200.0,175112,0,0.0
6,T,15,4,200-400,200.0,400.0,169770,0,0.0
6,T,15,5,400-800,400.0,800.0,97247,0,0.0
6,T,15,6,800-1600,800.0,1600.0,34136,0,0.0
6,T,15,7,1600+,1600.0,inf,13313,0,0.0
7,all,5,0,0-25,0.0,25.0,367542,2058,0.005599360073134499
7,all,5,1,25-50,25.0,50.0,323037,1632,0.005052052860817801
7,all,5,2,50-100,50.0,100.0,528862,2646,0.005003195540613619
7,all,5,3,100-200,100.0,200.0,710578,3725,0.005242211270261674
7,all,5,4,200-400,200.0,400.0,676699,3527,0.005212066221466265
7,all,5,5,400-800,400.0,800.0,399239,2160,0.005410293082589627
7,all,5,6,800-1600,800.0,1600.0,148385,814,0.005485729689658658
7,all,5,7,1600+,1600.0,inf,49586,272,0.005485419271568588
7,all,10,0,0-25,0.0,25.0,367542,3,8.162332468126091e-06
7,all,10,1,25-50,25.0,50.0,323037,1,3.0956206255011037e-06
7,all,10,2,50-100,50.0,100.0,528862,5,9.454262170471692e-06
7,all,10,3,100-200,100.0,200.0,710578,8,1.125844031197138e-05
7,all,10,4,200-400,200.0,400.0,676699,3,4.433285700141422e-06
7,all,10,5,400-800,400.0,800.0,399239,2,5.009530632027432e-06
7,all,10,6,800-1600,800.0,1600.0,148385,3,2.0217676988913973e-05
7,all,10,7,1600+,1600.0,inf,49586,2,4.033396523212197e-05
7,all,15,0,0-25,0.0,25.0,367542,0,0.0
7,all,15,1,25-50,25.0,50.0,323037,0,0.0
7,all,15,2,50-100,50.0,100.0,528862,1,1.8908524340943385e-06
7,all,15,3,100-200,100.0,200.0,710578,3,4.221915116989268e-06
7,all,15,4,200-400,200.0,400.0,676699,0,0.0
7,all,15,5,400-800,400.0,800.0,399239,0,0.0
7,all,15,6,800-1600,800.0,1600.0,148385,2,1.347845132594265e-05
7,all,15,7,1600+,1600.0,inf,49586,0,0.0
7,A,5,0,0-25,0.0,25.0,90021,940,0.01044200797591673
7,A,5,1,25-50,25.0,50.0,79286,750,0.009459425371440103
7,A,5,2,50-100,50.0,100.0,129885,1214,0.009346729799437964
7,A,5,3,100-200,100.0,200.0,175598,1658,0.00944202097973781
7,A,5,4,200-400,200.0,400.0,170172,1601,0.009408128246715088
7,A,5,5,400-800,400.0,800.0,103214,923,0.008942585308194625
7,A,5,6,800-1600,800.0,1600.0,39971,389,0.009732055740411798
7,A,5,7,1600+,1600.0,inf,13912,126,0.009056929269695228
7,A,10,0,0-25,0.0,25.0,90021,0,0.0
7,A,10,1,25-50,25.0,50.0,79286,0,0.0
7,A,10,2,50-100,50.0,100.0,129885,2,1.5398236901874735e-05
7,A,10,3,100-200,100.0,200.0,175598,2,1.1389651362771785e-05
7,A,10,4,200-400,200.0,400.0,170172,1,5.8764073995721975e-06
7,A,10,5,400-800,400.0,800.0,103214,0,0.0
7,A,10,6,800-1600,800.0,1600.0,39971,2,5.003627630031773e-05
7,A,10,7,1600+,1600.0,inf,13912,0,0.0
7,A,15,0,0-25,0.0,25.0,90021,0,0.0
7,A,15,1,25-50,25.0,50.0,79286,0,0.0
7,A,15,2,50-100,50.0,100.0,129885,1,7.699118450937368e-06
7,A,15,3,100-200,100.0,200.0,175598,2,1.1389651362771785e-05
7,A,15,4,200-400,200.0,400.0,170172,0,0.0
7,A,15,5,400-800,400.0,800.0,103214,0,0.0
7,A,15,6,800-1600,800.0,1600.0,39971,2,5.003627630031773e-05
7,A,15,7,1600+,1600.0,inf,13912,0,0.0
7,C,5,0,0-25,0.0,25.0,94189,110,0.0011678646126405418
7,C,5,1,25-50,25.0,50.0,82583,100,0.0012109029703449862
7,C,5,2,50-100,50.0,100.0,135372,159,0.001174541264072334
7,C,5,3,100-200,100.0,200.0,180655,268,0.0014834906313138303
7,C,5,4,200-400,200.0,400.0,169670,276,0.001626687098485295
7,C,5,5,400-800,400.0,800.0,97312,182,0.0018702729365340349
7,C,5,6,800-1600,800.0,1600.0,34992,95,0.0027149062642889805
7,C,5,7,1600+,1600.0,inf,11285,43,0.003810367744793974
7,C,10,0,0-25,0.0,25.0,94189,3,3.185085307201478e-05
7,C,10,1,25-50,25.0,50.0,82583,1,1.2109029703449863e-05
7,C,10,2,50-100,50.0,100.0,135372,1,7.387051975297698e-06
7,C,10,3,100-200,100.0,200.0,180655,3,1.660623841022944e-05
7,C,10,4,200-400,200.0,400.0,169670,2,1.1787587670183296e-05
7,C,10,5,400-800,400.0,800.0,97312,2,2.055244985202236e-05
7,C,10,6,800-1600,800.0,1600.0,34992,1,2.8577960676726108e-05
7,C,10,7,1600+,1600.0,inf,11285,2,0.00017722640673460346
7,C,15,0,0-25,0.0,25.0,94189,0,0.0
7,C,15,1,25-50,25.0,50.0,82583,0,0.0
7,C,15,2,50-100,50.0,100.0,135372,0,0.0
7,C,15,3,100-200,100.0,200.0,180655,0,0.0
7,C,15,4,200-400,200.0,400.0,169670,0,0.0
7,C,15,5,400-800,400.0,800.0,97312,0,0.0
7,C,15,6,800-1600,800.0,1600.0,34992,0,0.0
7,C,15,7,1600+,1600.0,inf,11285,0,0.0
7,G,5,0,0-25,0.0,25.0,94336,111,0.001176645183175034
7,G,5,1,25-50,25.0,50.0,82923,95,0.001145641136958383
7,G,5,2,50-100,50.0,100.0,135101,144,0.0010658692385696626
7,G,5,3,100-200,100.0,200.0,180445,227,0.0012580010529524232
7,G,5,4,200-400,200.0,400.0,169822,215,0.0012660314917972936
7,G,5,5,400-800,400.0,800.0,98149,165,0.0016811174846406993
7,G,5,6,800-1600,800.0,1600.0,35524,98,0.0027586983447809932
7,G,5,7,1600+,1600.0,inf,11746,28,0.0023837902264600714
7,G,10,0,0-25,0.0,25.0,94336,0,0.0
7,G,10,1,25-50,25.0,50.0,82923,0,0.0
7,G,10,2,50-100,50.0,100.0,135101,0,0.0
7,G,10,3,100-200,100.0,200.0,180445,0,0.0
7,G,10,4,200-400,200.0,400.0,169822,0,0.0
7,G,10,5,400-800,400.0,800.0,98149,0,0.0
7,G,10,6,800-1600,800.0,1600.0,35524,0,0.0
7,G,10,7,1600+,1600.0,inf,11746,0,0.0
7,G,15,0,0-25,0.0,25.0,94336,0,0.0
7,G,15,1,25-50,25.0,50.0,82923,0,0.0
7,G,15,2,50-100,50.0,100.0,135101,0,0.0
7,G,15,3,100-200,100.0,200.0,180445,0,0.0
7,G,15,4,200-400,200.0,400.0,169822,0,0.0
7,G,15,5,400-800,400.0,800.0,98149,0,0.0
7,G,15,6,800-1600,800.0,1600.0,35524,0,0.0
7,G,15,7,1600+,1600.0,inf,11746,0,0.0
7,T,5,0,0-25,0.0,25.0,88996,897,0.010079104678861972
7,T,5,1,25-50,25.0,50.0,78245,687,0.008780113745287239
7,T,5,2,50-100,50.0,100.0,128504,1129,0.008785718732490818
7,T,5,3,100-200,100.0,200.0,173880,1572,0.00904071773636991
7,T,5,4,200-400,200.0,400.0,167035,1435,0.008591013859370791
7,T,5,5,400-800,400.0,800.0,100564,890,0.008850085517680283
7,T,5,6,800-1600,800.0,1600.0,37898,232,0.006121695076257322
7,T,5,7,1600+,1600.0,inf,12643,75,0.00593213636004113
7,T,10,0,0-25,0.0,25.0,88996,0,0.0
7,T,10,1,25-50,25.0,50.0,78245,0,0.0
7,T,10,2,50-100,50.0,100.0,128504,2,1.556371786092262e-05
7,T,10,3,100-200,100.0,200.0,173880,3,1.725327812284334e-05
7,T,10,4,200-400,200.0,400.0,167035,0,0.0
7,T,10,5,400-800,400.0,800.0,100564,0,0.0
7,T,10,6,800-1600,800.0,1600.0,37898,0,0.0
7,T,10,7,1600+,1600.0,inf,12643,0,0.0
7,T,15,0,0-25,0.0,25.0,88996,0,0.0
7,T,15,1,25-50,25.0,50.0,78245,0,0.0
7,T,15,2,50-100,50.0,100.0,128504,0,0.0
7,T,15,3,100-200,100.0,200.0,173880,1,5.751092707614447e-06
7,T,15,4,200-400,200.0,400.0,167035,0,0.0
7,T,15,5,400-800,400.0,800.0,100564,0,0.0
7,T,15,6,800-1600,800.0,1600.0,37898,0,0.0
7,T,15,7,1600+,1600.0,inf,12643,0,0.0
8,all,5,0,0-25,0.0,25.0,367771,2040,0.005546930018952011
8,all,5,1,25-50,25.0,50.0,323480,1542,0.004766909855323359
8,all,5,2,50-100,50.0,100.0,528410,2781,0.005262958687382903
8,all,5,3,100-200,100.0,200.0,711064,3791,0.005331446958360991
8,all,5,4,200-400,200.0,400.0,680378,3470,0.005100106117481753
8,all,5,5,400-800,400.0,800.0,399452,2158,0.005402401289766981
8,all,5,6,800-1600,800.0,1600.0,143443,790,0.0055074140947972364
8,all,5,7,1600+,1600.0,inf,49930,262,0.005247346284798718
8,all,10,0,0-25,0.0,25.0,367771,3,8.157250027870605e-06
8,all,10,1,25-50,25.0,50.0,323480,0,0.0
8,all,10,2,50-100,50.0,100.0,528410,6,1.1354819174504646e-05
8,all,10,3,100-200,100.0,200.0,711064,4,5.625372680940112e-06
8,all,10,4,200-400,200.0,400.0,680378,8,1.175816972330087e-05
8,all,10,5,400-800,400.0,800.0,399452,4,1.0013718794748806e-05
8,all,10,6,800-1600,800.0,1600.0,143443,1,6.97141024657878e-06
8,all,10,7,1600+,1600.0,inf,49930,1,2.002803925495694e-05
8,all,15,0,0-25,0.0,25.0,367771,2,5.438166685247069e-06
8,all,15,1,25-50,25.0,50.0,323480,0,0.0
8,all,15,2,50-100,50.0,100.0,528410,1,1.892469862417441e-06
8,all,15,3,100-200,100.0,200.0,711064,0,0.0
8,all,15,4,200-400,200.0,400.0,680378,1,1.4697712154126088e-06
8,all,15,5,400-800,400.0,800.0,399452,1,2.5034296986872016e-06
8,all,15,6,800-1600,800.0,1600.0,143443,0,0.0
8,all,15,7,1600+,1600.0,inf,49930,1,2.002803925495694e-05
8,A,5,0,0-25,0.0,25.0,89881,909,0.010113372125365762
8,A,5,1,25-50,25.0,50.0,79142,714,0.009021758358393773
8,A,5,2,50-100,50.0,100.0,129919,1264,0.009729138925022513
8,A,5,3,100-200,100.0,200.0,176216,1725,0.009789122440641031
8,A,5,4,200-400,200.0,400.0,170758,1515,0.008872205108984645
8,A,5,5,400-800,400.0,800.0,103385,1001,0.009682255646370362
8,A,5,6,800-1600,800.0,1600.0,39031,347,0.008890369193717815
8,A,5,7,1600+,1600.0,inf,13727,126,0.009178990311065782
8,A,10,0,0-25,0.0,25.0,89881,3,3.337746576028304e-05
8,A,10,1,25-50,25.0,50.0,79142,0,0.0
8,A,10,2,50-100,50.0,100.0,129919,2,1.539420715984575e-05
